id,course,wandCore,sex,bloodStatus,house,result,Defence against the dark arts exam,Flying exam,Astronomy exam,Herbology exam,Divinations exam,Charms exam,History of magic exam,Arithmancy exam,Muggle studies exam,Study of ancient runes exam,Transfiguration exam,Potions exam,Care of magical creatures exam,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_38,week_39,week_40
173,4,phoenix feather,female,half-blood,Gryffindor,-7,21,33,53,73,5,40,5,28,39,39,23,35,94.17536667897366,-2,7,-15,5,1,-10,9,-1,9,8,2,-6,-15,6,-3,21,0,11,-17,-3,-26,4,-9,4,-5,-5,12,-21,-1,9,0,8,6,4,11,-15,1,-6,9,6
174,7,unicorn hair,female,pure-blood,Slytherin,97,58,63,52,79,12,62,3,59,62,53,69,78,80.14040985249697,2,15,4,0,-2,1,-1,15,-11,3,8,0,3,-5,-9,-8,-4,13,2,4,-2,6,8,4,12,12,6,5,6,10,-5,-3,-5,1,1,-3,-1,16,-6,5
175,4,phoenix feather,male,half-blood,Hufflepuff,65,25,58,59,78,4,57,23,49,54,57,67,61,98.51298265275545,-2,-6,3,10,6,2,-16,11,2,-3,12,6,5,7,-2,-23,4,-13,-1,12,-5,13,2,19,12,2,-8,-7,-9,6,2,-7,23,-10,16,-3,-4,-1,3,7
176,2,dragon heartstring,male,half-blood,Ravenclaw,159,81,77,81,100,11,49,38,83,83,47,46,51,86.31169763265243,20,5,12,3,5,-2,-6,17,8,6,-1,20,-2,19,-2,2,7,5,-6,7,5,-1,8,4,12,5,0,9,-2,7,4,-8,-18,-6,2,-4,3,8,5,9
177,4,unicorn hair,male,half-blood,Gryffindor,-5,44,49,53,82,9,41,19,27,36,41,42,46,98.45561907859519,-20,-12,-18,11,-4,4,1,3,-7,-14,-11,-3,-21,-3,-4,3,1,-21,17,-4,1,8,1,-3,0,12,0,6,-3,-1,-3,17,5,-2,12,32,7,-3,10,1
178,2,dragon heartstring,female,half-blood,Slytherin,143,76,65,67,97,6,58,15,69,66,58,66,87,91.7127704480663,2,-12,4,8,6,3,16,9,-3,6,-3,-2,-1,-8,-2,5,6,5,-6,0,-2,4,-9,19,3,13,8,8,3,22,7,-1,7,5,18,-4,6,-6,5,4
179,5,phoenix feather,female,half-blood,Slytherin,111,76,46,66,84,17,34,26,65,78,28,36,100,84.69393743487433,2,11,-5,-6,0,22,-3,7,0,-2,7,2,6,6,6,-4,-9,3,-13,16,3,-2,8,0,8,1,-1,2,24,2,-11,-5,8,0,-1,3,10,7,12,-3
180,2,unicorn hair,male,half-blood,Ravenclaw,79,77,54,69,88,1,43,5,49,74,44,39,55,99.8067090054974,2,-6,-1,-2,-15,-5,7,-5,4,6,-4,-2,19,7,-10,15,-4,2,4,4,10,0,15,11,0,2,-24,9,-1,-2,-3,1,21,-1,1,-2,5,13,15,-7
181,2,unicorn hair,male,half-blood,Hufflepuff,26,36,40,53,80,13,56,41,47,63,55,52,64,96.30497543257661,-16,-11,-3,3,0,0,-6,-24,0,-3,12,18,-5,1,14,-21,-3,2,10,2,-2,16,-5,-22,-5,3,8,2,8,4,8,1,0,4,26,-5,1,13,5,-4
182,2,dragon heartstring,female,muggle-born,Gryffindor,30,25,36,37,83,4,35,0,33,53,45,47,5,88.02306535706282,1,-7,9,2,-9,-4,17,2,-1,31,11,-14,-32,-6,-1,19,7,-4,4,19,-2,4,0,-2,-2,8,3,3,5,6,-20,-12,-4,-17,4,-10,6,-15,9,22
183,1,unicorn hair,male,muggle-born,Gryffindor,-12,7,39,38,61,22,39,5,54,45,29,11,24,88.62918776046843,3,-14,-6,-7,7,-18,19,-1,4,3,2,-6,2,-4,-6,-8,-7,-16,19,4,5,2,1,2,0,0,-2,16,0,-2,-4,3,10,-1,-14,3,-7,-3,6,3
184,5,unicorn hair,female,half-blood,Gryffindor,-18,28,42,46,81,20,42,24,48,36,45,45,40,98.2079402252566,-7,1,3,3,-20,-2,-1,18,-11,-3,3,0,-8,6,-23,8,-3,-11,-5,-2,20,-17,17,12,2,-3,-2,0,-2,2,3,5,1,2,-12,6,0,10,-8,0
185,7,unicorn hair,male,pure-blood,Hufflepuff,20,28,43,53,69,11,29,13,59,43,59,25,57,81.6661570519185,11,-22,3,7,-4,-2,8,-4,3,5,8,8,-17,17,20,-4,11,-4,-6,2,-20,18,-12,18,-6,5,1,5,7,-8,1,0,-23,12,-23,-8,24,7,5,-23
186,5,phoenix feather,female,half-blood,Ravenclaw,65,33,52,61,86,4,51,12,38,43,53,44,40,90.64529611548767,0,0,7,22,-2,-4,-3,6,2,3,14,-4,-23,3,5,-7,20,-1,4,-10,0,12,-1,-19,-1,8,2,7,5,-2,13,-4,0,-17,-4,8,-15,27,10,4
187,7,phoenix feather,male,half-blood,Slytherin,-57,26,29,34,75,2,21,6,25,28,0,37,96,74.59588721499561,1,-2,-5,-2,-3,5,-2,1,-8,-22,0,3,-8,-8,-4,20,-4,1,-1,4,8,-9,2,18,0,13,-10,24,-8,0,-11,-13,-8,-20,-3,4,10,-4,-4,-12
188,4,phoenix feather,male,half-blood,Hufflepuff,45,53,43,54,81,16,34,23,48,53,40,32,13,89.6337741874753,-5,17,11,-1,4,-6,0,-4,-11,-6,3,16,-4,-10,-20,-5,-1,1,-9,-3,-2,13,2,9,-6,10,21,-9,-1,9,17,20,8,7,-13,-5,0,3,-2,-3
189,4,dragon heartstring,female,half-blood,Gryffindor,2,31,54,42,94,11,48,0,41,47,45,58,11,68.12450948794513,6,1,12,-6,2,6,-1,-3,3,-5,0,1,3,11,0,-9,4,3,1,-14,-23,-1,-9,2,4,0,0,10,12,-15,8,-1,-5,-5,-1,-13,10,7,4,3
190,5,dragon heartstring,female,muggle-born,Hufflepuff,88,31,73,67,86,0,55,21,55,58,55,53,10,92.28019215515815,-4,-4,-5,-1,-2,3,8,7,0,-28,-7,-3,-2,-2,17,1,10,23,-5,1,10,24,3,5,-2,-7,-3,4,-15,2,4,8,23,5,-2,4,10,-2,11,-1
191,2,phoenix feather,female,muggle-born,Hufflepuff,181,81,71,61,100,42,80,34,73,63,100,83,61,99.5612113212701,19,2,11,5,3,4,-7,7,13,-21,8,30,9,20,7,-11,11,6,7,4,-6,13,-13,-20,4,6,22,8,-2,2,0,22,2,-1,-2,11,-6,-5,12,7
192,5,phoenix feather,female,half-blood,Slytherin,145,84,55,62,93,12,54,17,46,70,56,57,74,72.06919144530922,1,3,6,15,7,-5,2,8,-1,4,11,9,16,22,-4,15,-4,2,-4,2,1,-1,6,14,16,3,5,1,4,8,-2,-4,-9,-22,10,18,-4,9,-13,0
193,3,phoenix feather,female,half-blood,Ravenclaw,271,86,80,81,100,36,74,60,90,100,78,79,20,94.76946393260732,11,8,5,6,12,9,2,21,13,-3,-5,0,12,12,9,11,-6,1,15,3,-9,24,23,7,10,-3,-3,3,8,-7,28,-5,2,1,1,18,18,11,5,3
194,3,dragon heartstring,female,half-blood,Ravenclaw,-29,17,31,52,53,6,39,0,28,42,0,23,25,95.0378501729574,-1,-9,5,3,-5,-16,4,16,0,-14,-1,-2,-4,-15,6,0,7,3,0,0,-8,1,6,22,6,1,3,0,-19,6,8,0,10,-3,3,-14,-13,-4,-16,5
195,2,unicorn hair,female,half-blood,Ravenclaw,102,90,57,63,97,21,61,20,57,62,72,47,62,86.86913064500675,-9,-2,-1,1,8,8,6,-2,-4,26,12,22,12,-11,-1,10,-1,16,0,-4,-4,-13,-7,8,0,3,-5,-2,-2,7,15,8,-2,16,8,10,2,-8,-10,-8
196,1,phoenix feather,male,muggle-born,Gryffindor,133,67,64,73,100,15,75,29,68,64,77,70,54,63.66386786313294,5,-2,8,20,17,-22,10,-3,19,5,7,6,-11,-1,4,5,14,5,-5,5,5,4,-19,21,-7,6,3,3,4,-3,-3,-9,3,26,-2,-11,2,3,11,10
197,7,unicorn hair,female,half-blood,Slytherin,121,31,81,63,84,36,60,23,76,56,62,40,78,96.4822584996,4,5,-3,-15,2,1,-11,-4,-15,29,-9,7,24,2,-1,2,3,8,-1,1,-1,9,-2,7,21,13,6,14,4,10,2,23,-13,-7,2,0,-1,-2,-1,8
198,6,phoenix feather,female,half-blood,Slytherin,119,77,72,74,100,4,47,45,68,72,46,41,83,86.21423610072941,1,-22,10,4,1,-2,0,14,10,22,4,3,-19,7,0,8,-2,5,1,8,-8,7,7,13,2,3,-2,2,5,-1,-1,-11,-7,9,29,15,-17,8,9,4
199,1,dragon heartstring,female,half-blood,Ravenclaw,35,34,54,45,67,0,45,9,39,46,45,51,66,94.05197993619367,-20,-2,5,4,4,-5,-5,7,-3,12,1,-4,17,3,1,-6,2,1,0,2,8,-2,-10,5,-5,-3,-3,-17,4,8,-21,2,15,7,5,2,17,4,3,2
200,7,unicorn hair,male,half-blood,Hufflepuff,40,22,45,52,48,6,64,11,47,47,86,67,37,98.3855134714822,-6,-5,-2,-2,-2,-7,-8,23,-1,0,-5,16,14,-1,9,-24,-20,15,9,3,5,11,10,-3,-11,5,3,19,-3,-23,-9,-2,0,7,3,11,-12,4,-1,20
201,2,phoenix feather,female,muggle-born,Gryffindor,-15,69,33,45,64,0,50,14,50,36,48,36,11,85.45690620137736,4,-6,21,2,9,2,6,15,-2,-7,20,6,-9,-11,12,-5,2,-3,7,6,-12,13,-4,-4,8,-25,11,-3,-4,-18,-3,5,-14,-10,-11,-17,4,-7,8,-1
202,1,unicorn hair,female,half-blood,Hufflepuff,-72,8,38,28,85,14,51,0,8,21,50,43,61,72.1460911823762,-5,15,-4,-1,2,-13,-23,11,2,-1,0,6,7,-3,-2,-4,-4,-17,3,-2,-2,-5,-4,11,-9,10,-10,3,-13,-5,-3,-5,-5,4,1,-21,2,-5,19,-2
203,5,dragon heartstring,female,muggle-born,Ravenclaw,106,80,58,61,100,7,52,27,62,39,51,53,64,92.17356150620617,9,-3,-2,-5,3,-2,-4,-2,-2,6,-13,11,5,4,11,7,11,24,-25,-19,-4,16,-12,4,6,-2,10,-2,11,17,-6,16,2,21,-1,2,9,-1,3,3
204,7,phoenix feather,male,muggle-born,Gryffindor,96,51,48,66,80,28,45,23,54,74,42,66,36,69.2326334404746,5,-7,0,-10,0,4,1,-5,8,8,-14,-6,9,-2,13,-6,8,-8,-3,-1,-2,5,-1,7,-7,-3,10,-1,-2,4,4,16,-7,8,10,-1,4,12,28,18
205,2,dragon heartstring,male,half-blood,Gryffindor,27,50,44,34,97,2,38,10,40,43,27,37,45,98.24013834586367,5,-1,-2,-2,7,11,-1,2,-3,-5,11,24,0,-2,1,6,-2,16,-2,18,1,-2,-4,3,-20,-8,-18,4,-5,2,11,7,4,2,4,-12,-6,-9,-4,-4
206,1,phoenix feather,female,half-blood,Gryffindor,65,52,68,46,92,21,33,22,46,59,42,22,9,87.99450253188968,4,-27,17,0,-3,2,5,-11,3,-8,-1,12,-15,6,6,13,4,12,4,12,-8,-29,7,1,17,4,14,-1,22,0,-4,0,4,16,6,0,-26,9,-4,2
207,6,unicorn hair,male,half-blood,Hufflepuff,3,30,43,51,78,14,46,21,42,43,47,53,41,99.6487663127482,3,9,-5,10,12,-10,-14,2,6,3,1,-2,3,8,1,-8,1,9,-7,3,-15,2,2,20,9,-17,-1,-24,-1,-18,-1,-2,2,3,-1,13,0,2,17,-12
208,2,phoenix feather,female,half-blood,Hufflepuff,89,53,61,45,100,19,61,18,37,47,68,64,13,99.52464892657366,5,9,-1,-3,5,9,8,8,-19,-8,-11,-19,20,4,15,9,18,0,-3,13,9,14,-2,-3,-22,15,-2,23,5,-4,-23,4,2,11,0,-6,2,3,4,0
209,5,phoenix feather,male,muggle-born,Ravenclaw,62,72,47,50,89,10,27,33,44,52,10,32,12,74.09707321890413,12,-5,-10,4,8,3,3,-8,1,4,0,-8,5,8,3,11,-1,2,2,14,3,1,-5,-1,16,-2,0,-3,0,5,-1,5,3,-18,-7,-2,2,8,6,4
210,1,phoenix feather,male,half-blood,Slytherin,-217,3,27,3,51,38,10,0,0,11,23,0,100,93.60533372382633,7,-1,-10,-1,-20,-8,-21,-7,-17,-1,-52,4,-4,3,2,-7,-11,-23,12,-18,-9,-2,1,-6,4,1,-5,-7,-2,-3,-5,-3,4,15,0,2,-12,-21,0,4
211,5,dragon heartstring,female,half-blood,Gryffindor,-56,27,46,32,70,6,41,6,2,25,40,34,58,73.16086429372601,0,-19,3,-2,4,-6,-19,10,-4,-1,-9,5,3,1,-7,2,4,-9,-7,6,0,-1,-5,9,4,-1,7,-1,0,-2,0,3,-15,-6,-5,-4,9,-8,10,-5
212,2,dragon heartstring,male,pure-blood,Hufflepuff,-40,14,45,35,63,25,33,0,40,37,49,39,60,71.82416718145042,-27,6,-14,3,-7,-1,-11,-5,6,-6,-3,5,0,-1,6,-7,9,-20,-1,-4,-9,21,12,2,2,-4,-7,0,10,-13,0,0,-1,9,7,-1,5,-5,7,-3
213,1,dragon heartstring,female,half-blood,Gryffindor,68,24,57,39,69,4,62,15,52,37,55,65,51,68.7583372711125,-3,-6,11,-3,6,9,1,7,20,-20,4,4,18,7,7,9,11,13,6,3,-2,11,10,2,3,-24,2,0,-9,-28,4,0,0,0,0,15,17,-12,-21,-4
214,4,phoenix feather,male,half-blood,Slytherin,-176,22,10,10,43,43,6,2,8,11,4,7,82,50.09545509500353,-6,-1,-2,1,-8,11,4,1,-6,10,-7,-22,2,0,-1,-7,-2,-22,-9,-5,10,-10,-6,-5,-2,-5,-4,-2,-8,-2,-6,-13,-28,-6,1,-1,-22,2,-2,2
215,3,dragon heartstring,female,half-blood,Slytherin,146,65,61,61,100,5,81,19,75,69,88,89,92,92.0536853838712,3,6,3,-12,-5,-1,10,0,-6,-14,0,3,15,-1,6,0,2,-2,8,14,-5,4,6,8,5,23,4,8,2,1,18,1,3,1,0,14,8,-3,14,5
216,2,dragon heartstring,male,half-blood,Gryffindor,55,17,52,54,97,12,40,29,60,56,40,46,65,84.40123650725087,1,7,-1,-9,11,-2,0,1,-4,9,9,2,-19,13,5,3,-2,3,1,14,-17,-13,-19,4,4,-10,28,-4,6,6,9,3,5,9,-7,9,1,1,4,-6
217,7,dragon heartstring,male,half-blood,Gryffindor,30,26,58,62,87,1,45,12,41,47,46,41,46,95.973537174012307,-9,9,14,-5,7,18,1,17,1,-3,9,10,9,-3,9,5,0,0,-20,1,2,0,5,0,-12,-1,15,-10,-4,4,3,1,-5,-1,-8,-2,-3,-16,-1,-7
218,4,unicorn hair,male,muggle-born,Hufflepuff,93,64,64,57,100,20,64,19,57,54,84,72,53,79.01065338042348,-26,-12,11,14,-5,0,9,-10,5,2,8,-8,16,1,9,5,7,-8,15,-7,-1,-6,-9,-2,3,-2,10,-4,23,15,-6,14,-8,14,-2,17,-3,5,3,6
219,2,unicorn hair,female,half-blood,Gryffindor,114,75,44,59,100,25,55,35,59,55,54,62,56,98.03843488017733,2,-7,10,-13,7,-5,10,22,0,13,21,8,9,1,8,-5,15,12,-17,-6,0,3,-3,1,24,-4,5,-2,-9,7,-1,3,-9,19,3,-3,2,-4,6,-9
220,5,dragon heartstring,female,half-blood,Hufflepuff,81,74,51,56,96,5,51,4,49,46,49,58,48,98.28045992032521,-2,-2,13,-7,9,-2,5,3,-9,10,7,25,29,-16,13,-10,2,8,-2,3,2,18,-4,3,6,4,-3,6,-1,-3,19,-4,-4,-9,4,3,-25,-13,3,2
221,2,dragon heartstring,female,half-blood,Ravenclaw,69,71,57,43,82,8,54,15,47,46,57,48,68,84.30846298631639,1,-1,5,7,5,10,-3,-9,5,-4,2,11,-1,0,1,-1,-3,2,3,-9,-5,24,27,10,-4,-8,-3,-4,-1,4,1,-4,8,-1,-2,3,5,-1,4,-5
222,5,dragon heartstring,male,pure-blood,Gryffindor,32,44,53,48,98,9,52,10,43,50,52,52,70,94.48876804090105,6,-10,8,2,-3,-1,-2,-4,-13,-6,-1,0,0,-6,8,-2,3,5,18,-14,12,0,5,25,-15,-26,-9,10,5,-4,4,-1,7,-3,6,9,12,6,6,-5
223,1,unicorn hair,male,pure-blood,Hufflepuff,-1,27,30,54,62,2,46,4,57,48,46,63,66,99.18830906390212,-12,-15,3,-4,1,-1,4,-6,3,6,14,-4,-6,-1,13,11,-1,-1,-6,-6,0,23,1,5,-26,-3,7,-7,16,22,-2,-8,-9,-7,13,-19,4,1,-5,1
224,6,phoenix feather,male,half-blood,Gryffindor,86,27,62,63,100,24,55,13,68,48,54,43,60,86.38582689507291,1,3,-3,9,6,-14,0,6,-8,1,-11,-2,2,24,-7,10,-6,2,20,8,1,-4,2,6,-5,2,-20,4,1,0,3,-2,-20,11,-1,7,9,21,24,6
225,1,unicorn hair,male,pure-blood,Hufflepuff,110,31,57,67,97,7,63,9,50,45,80,68,41,92.38956805202179,8,2,3,1,-7,-2,-1,3,-13,4,8,2,4,18,6,1,17,-5,-4,14,1,5,22,21,2,-4,0,-6,-12,14,-16,9,0,-7,20,6,2,-8,2,0
226,7,unicorn hair,female,half-blood,Ravenclaw,77,79,59,53,82,13,41,22,57,64,41,37,50,78.00266077332878,2,10,24,20,8,-4,-2,0,-3,-1,14,-1,2,20,8,10,3,2,3,7,-15,6,-1,-12,1,-4,4,6,-9,0,1,-6,-2,0,3,1,-4,-12,0,-2
227,4,unicorn hair,male,half-blood,Hufflepuff,118,66,51,66,89,11,46,35,62,72,45,45,6,96.80656273518437,-4,5,2,-1,11,-4,-3,-6,0,-5,-13,9,3,17,-4,11,23,8,-3,8,-7,13,13,-4,12,13,2,1,-1,-5,10,-2,-2,0,-1,4,-1,0,19,0
228,7,unicorn hair,male,half-blood,Gryffindor,15,38,65,55,75,12,40,6,35,39,39,37,40,96.59390684100799,1,1,-8,9,-1,10,18,-1,-1,-8,4,1,-1,-9,-19,-18,0,-8,10,5,7,4,6,-4,-4,3,18,-19,3,6,9,28,-2,9,-1,-10,-22,3,-3,-1
229,4,dragon heartstring,female,muggle-born,Gryffindor,172,88,62,76,100,8,72,9,64,72,78,76,4,98.03506450300607,-1,0,-1,1,-3,21,5,1,-9,0,2,-24,15,6,7,1,8,4,11,3,0,4,21,11,2,-9,-5,25,31,2,-1,2,0,8,5,0,3,20,2,4
230,5,unicorn hair,male,half-blood,Slytherin,-75,12,22,29,71,32,29,0,19,38,30,37,96,93.86108106118627,0,-13,-2,0,1,14,3,-11,-17,-4,-9,-12,13,-3,5,-21,4,-2,1,1,5,-17,9,10,-1,-12,-9,-2,-1,10,-2,-2,21,1,-25,-4,1,20,-19,-6
231,1,dragon heartstring,male,half-blood,Hufflepuff,-49,19,43,23,64,19,25,8,38,27,44,20,15,98.39516141334703,-14,-5,-12,-3,-1,14,8,-1,21,-5,13,-19,-7,5,-20,8,-1,3,0,-1,-4,-5,2,7,1,-3,-3,1,4,-4,3,-26,-2,1,-3,-5,1,1,1,1
232,6,dragon heartstring,female,half-blood,Ravenclaw,200,77,69,77,91,37,68,43,83,61,92,75,55,91.23232796607897,-8,-13,1,22,5,15,4,7,9,8,9,8,-4,8,16,4,-4,7,-12,1,-3,10,3,6,0,2,1,1,26,19,3,-7,20,10,-5,12,-7,0,23,3
233,5,dragon heartstring,male,half-blood,Hufflepuff,65,85,59,46,83,28,80,8,57,63,59,70,56,95.57488472331288,9,7,6,-3,-10,0,-13,5,3,1,7,1,-1,-1,24,2,10,-5,-2,10,7,-20,1,13,15,2,0,-7,-3,3,-3,-4,2,12,-2,5,9,-24,4,5
234,2,dragon heartstring,female,half-blood,Ravenclaw,65,93,72,60,64,10,44,17,38,57,43,62,1,81.72400434452746,18,0,10,1,-6,-8,5,14,-3,-1,4,-3,-2,4,5,16,6,-8,-1,-1,14,6,2,-5,-5,-5,3,2,-7,7,5,3,-5,-2,2,-5,-4,8,-4,5
235,5,dragon heartstring,female,pure-blood,Hufflepuff,5,50,50,40,64,25,38,6,37,42,26,43,40,32.97217951989441,18,10,4,4,2,22,-16,12,5,2,4,11,-21,7,1,17,11,-20,11,5,-2,-20,1,7,-22,-11,5,3,7,0,-5,-5,-2,-7,-20,-17,13,-11,-2,4
236,3,unicorn hair,female,half-blood,Hufflepuff,20,28,43,62,81,6,45,3,33,44,44,48,66,86.57396223914236,-5,-14,3,-5,0,9,17,2,3,-4,-13,-1,3,11,7,7,-7,8,-2,0,-2,19,-3,-8,8,7,1,7,3,-7,1,-21,9,-16,-21,-3,11,15,20,-19
237,7,dragon heartstring,female,half-blood,Slytherin,81,77,72,64,93,8,62,27,79,51,39,58,89,79.53425250121175,6,3,21,10,4,-5,8,-1,-17,-25,-10,5,23,1,2,2,9,-2,3,-5,10,25,8,-8,1,12,3,8,-6,-4,-32,8,10,15,-3,7,-6,22,2,-23
238,1,dragon heartstring,female,half-blood,Hufflepuff,24,70,39,50,69,3,49,25,55,36,49,47,24,79.63933092647015,-4,-2,-11,5,0,4,1,-24,-1,14,-2,-7,-1,5,16,11,4,6,-3,-4,14,10,5,-25,19,-15,-8,-1,5,2,6,2,8,-1,-21,3,6,17,-4,-5
239,6,unicorn hair,female,pure-blood,Ravenclaw,30,22,48,41,89,10,42,4,34,49,42,39,39,79.16112522450278,4,2,-1,-5,0,2,7,0,-11,19,15,-2,2,10,5,-4,-4,-4,-7,5,1,-4,-12,14,12,0,-23,1,4,-4,5,5,-27,1,7,-1,-1,-11,9,21
240,2,phoenix feather,female,muggle-born,Ravenclaw,112,74,44,58,85,2,62,45,51,62,58,52,36,98.79479165484152,5,14,15,3,14,0,6,0,-3,4,1,2,17,13,3,6,-9,-3,-28,1,5,8,3,12,6,3,-3,-3,-1,0,10,-5,-1,-2,-7,8,2,9,1,6
241,2,unicorn hair,female,half-blood,Hufflepuff,39,43,40,31,100,1,40,21,46,35,39,37,54,90.3605438075623,-2,-5,-1,2,-1,0,5,-7,5,0,-8,2,-2,-1,6,6,-6,-8,5,1,3,2,22,-8,6,22,-1,-2,16,-5,2,-5,4,-7,0,-4,8,1,3,-9
242,1,dragon heartstring,male,half-blood,Gryffindor,96,44,44,36,100,0,69,25,56,41,52,66,58,95.91993592330255,12,0,2,7,15,-17,10,4,9,-8,-2,11,-11,0,6,-6,11,7,0,6,-6,11,6,-1,9,-3,19,-7,-19,10,-6,6,10,-5,-9,2,0,17,2,4
243,1,phoenix feather,female,half-blood,Hufflepuff,-30,37,40,39,83,2,53,16,33,19,54,49,18,79.64022925249024,0,-18,-9,-12,3,10,1,-5,0,12,-13,5,-7,-4,-14,5,-5,6,-7,9,-5,5,-3,1,-5,3,1,2,-1,-4,2,7,-7,-10,7,5,9,-1,10,-3
244,3,phoenix feather,male,half-blood,Ravenclaw,135,85,58,75,100,20,63,27,45,68,33,72,55,99.18906700913794,5,22,-7,4,1,12,21,15,15,22,-7,3,-3,16,2,8,11,9,8,8,2,3,0,-8,4,4,-4,-21,3,7,-2,7,2,4,1,-6,-24,4,2,-8
245,2,dragon heartstring,male,half-blood,Hufflepuff,54,37,67,44,83,14,31,21,27,36,48,34,57,82.25855359446972,0,-7,-3,-1,1,1,-3,-2,3,13,2,-8,-5,1,8,-1,0,2,3,6,12,4,1,-1,0,1,-1,-3,4,1,0,19,2,3,-8,-19,1,3,5,20
246,5,dragon heartstring,female,half-blood,Hufflepuff,7,30,62,47,91,22,42,32,46,57,39,24,62,98.92437026738017,-3,-8,0,-2,0,-6,-8,2,0,-11,2,-18,5,-4,4,12,18,3,0,3,-1,-3,-5,7,-7,5,-4,-4,-7,-9,4,-8,3,4,8,-3,1,-23,5,55
247,6,dragon heartstring,male,half-blood,Gryffindor,129,83,48,57,100,17,51,13,70,61,50,49,25,99.8074064438697,9,13,8,4,-20,-6,10,12,22,7,-3,7,23,3,26,0,1,-1,18,3,-3,2,6,-3,1,-14,4,-2,-6,-2,9,-10,4,0,5,-2,-14,2,1,15
248,7,phoenix feather,female,half-blood,Gryffindor,-87,12,35,9,77,22,2,0,36,32,10,0,41,98.04116500517216,0,5,-13,2,0,-7,-5,0,27,9,2,-3,4,-6,5,-17,-2,2,0,2,3,-2,-21,13,-13,3,-8,-53,1,-24,3,3,0,9,-15,-2,-2,20,-6,-1
249,4,dragon heartstring,male,half-blood,Gryffindor,19,73,29,43,71,1,46,12,36,48,45,38,17,93.9552883442957,-4,-2,-23,0,12,11,10,-3,8,-11,-10,3,-4,0,-9,0,6,9,1,-3,0,-1,11,-2,-7,-3,-7,2,21,-1,-10,19,-3,-6,-8,-6,6,11,8,4
250,1,unicorn hair,female,half-blood,Hufflepuff,-47,13,26,45,57,15,26,0,28,42,44,21,59,84.5028553512542,0,8,8,-3,10,-16,-1,-13,-4,-28,-4,2,5,-2,6,-6,-7,-1,9,-9,0,-16,4,-7,-7,13,-3,11,3,-1,1,7,-10,7,9,-13,0,7,-4,-2
251,5,phoenix feather,male,half-blood,Hufflepuff,19,30,46,35,76,10,45,15,47,45,46,62,68,87.83434905397132,-6,0,3,-1,-2,-8,13,3,4,-10,3,-8,6,13,3,-8,4,4,-1,6,10,-5,-10,-3,-5,11,-20,-7,0,8,0,-2,-1,6,14,3,13,2,-19,6
252,7,dragon heartstring,male,half-blood,Slytherin,-145,7,14,11,37,28,16,0,9,21,13,21,72,95.20288889279254,0,-1,8,6,1,-1,13,4,3,-4,-2,-12,-11,-1,-11,11,1,-14,-4,-3,-12,-1,-15,1,5,-10,-2,-15,-12,5,-8,-11,-2,-11,-26,5,-5,-6,-5,-3
253,4,dragon heartstring,male,pure-blood,Slytherin,-153,13,25,0,66,34,10,0,20,37,7,20,78,74.87582364224612,6,-19,3,25,-3,-8,-13,-2,-4,-5,-6,-11,-7,0,5,-3,-8,-4,2,-7,-18,-4,0,6,-13,1,4,-11,4,-14,-3,-1,0,-7,-14,-10,-4,-10,-3,3
254,1,phoenix feather,female,pure-blood,Ravenclaw,163,80,62,66,100,13,57,46,50,70,55,83,14,98.97747214667157,-8,18,-17,17,-15,-4,1,-11,4,22,4,8,18,4,13,2,0,4,6,-6,7,12,-1,7,3,10,0,21,2,1,10,17,2,1,6,-3,7,3,1,-3
255,1,unicorn hair,male,half-blood,Ravenclaw,92,37,62,52,100,14,58,20,53,62,58,61,22,90.01362015312895,-14,2,18,-4,-6,3,-11,12,7,2,2,-9,1,-1,-3,-1,14,-2,3,6,9,6,11,-14,14,1,0,17,21,-4,-9,-3,12,-3,3,-1,-4,10,-1,8
256,5,phoenix feather,female,half-blood,Gryffindor,40,38,32,40,83,0,44,13,53,41,45,51,46,83.48864597553745,24,1,2,-10,5,3,-9,9,-1,6,0,2,-3,8,-6,-6,-5,-7,2,7,8,6,1,1,-2,0,22,0,2,-7,-2,6,2,-20,5,-5,3,4,-18,12
257,4,phoenix feather,female,half-blood,Slytherin,240,93,59,79,100,44,79,50,92,73,91,82,93,95.81442848140894,-19,8,11,-4,-3,-8,7,-15,4,23,24,7,-3,12,12,-13,-3,0,4,20,12,2,-3,8,11,0,19,14,13,3,5,15,9,9,-1,-2,24,18,1,19
258,6,dragon heartstring,female,pure-blood,Slytherin,147,99,76,62,100,18,60,32,56,67,59,64,84,97.87976538063958,-3,4,-15,8,-7,18,1,-5,0,23,0,24,-2,0,25,2,5,6,-1,1,25,-2,-6,22,17,3,-1,-4,-7,-2,-10,0,2,9,6,-8,5,-3,13,4
259,5,phoenix feather,male,half-blood,Ravenclaw,98,91,46,60,70,9,59,10,57,62,60,63,28,84.84968474209339,-3,3,1,0,-2,5,10,18,-2,2,0,-2,10,-2,5,-12,3,1,5,-6,24,13,1,-4,-8,4,12,4,3,6,-20,15,-3,-2,4,1,18,1,1,-6
